"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 03 11:34:50 GMT 2021","Tue Aug 03 11:34:59 GMT 2021","8454","conduit_tests","delete_test","","","","test_login",""
"broken","Tue Aug 03 11:38:29 GMT 2021","Tue Aug 03 11:38:43 GMT 2021","14547","conduit_tests","new_post_test","","","","test_new_post",""
"broken","Tue Aug 03 11:36:28 GMT 2021","Tue Aug 03 11:36:38 GMT 2021","10485","conduit_tests","list_pagin_test","","","","test_login",""
"passed","Tue Aug 03 11:33:56 GMT 2021","Tue Aug 03 11:34:31 GMT 2021","34360","conduit_tests","cookie_post_test","","","","test_register",""
"passed","Tue Aug 03 11:39:17 GMT 2021","Tue Aug 03 11:39:24 GMT 2021","6487","conduit_tests","save_test","","","","test_login",""
"passed","Tue Aug 03 11:38:25 GMT 2021","Tue Aug 03 11:38:29 GMT 2021","4017","conduit_tests","new_post_test","","","","test_check1",""
"passed","Tue Aug 03 11:35:55 GMT 2021","Tue Aug 03 11:36:28 GMT 2021","33002","conduit_tests","list_pagin_test","","","","test_register",""
"passed","Tue Aug 03 11:37:56 GMT 2021","Tue Aug 03 11:38:06 GMT 2021","10518","conduit_tests","logout_test","","","","test_login",""
"passed","Tue Aug 03 11:38:43 GMT 2021","Tue Aug 03 11:38:47 GMT 2021","4015","conduit_tests","new_post_test","","","","test_check2",""
"passed","Tue Aug 03 11:35:38 GMT 2021","Tue Aug 03 11:35:53 GMT 2021","15514","conduit_tests","edit_post_test","","","","test_login",""
"passed","Tue Aug 03 11:37:02 GMT 2021","Tue Aug 03 11:37:02 GMT 2021","11","conduit_tests","listazas_test","","","","test_listazas",""
"passed","Tue Aug 03 11:38:47 GMT 2021","Tue Aug 03 11:39:02 GMT 2021","15023","conduit_tests","register_test","","","","test_register",""
"broken","Tue Aug 03 11:34:59 GMT 2021","Tue Aug 03 11:35:02 GMT 2021","3018","conduit_tests","delete_test","","","","test_new_post",""
"passed","Tue Aug 03 11:34:42 GMT 2021","Tue Aug 03 11:34:50 GMT 2021","7972","conduit_tests","delete_test","","","","test_register",""
"broken","Tue Aug 03 11:35:53 GMT 2021","Tue Aug 03 11:35:55 GMT 2021","1089","conduit_tests","edit_post_test","","","","test_edit_emil",""
"broken","Tue Aug 03 11:34:41 GMT 2021","Tue Aug 03 11:34:42 GMT 2021","1159","conduit_tests","cookie_post_test","","","","test_cookie1",""
"passed","Tue Aug 03 11:34:31 GMT 2021","Tue Aug 03 11:34:41 GMT 2021","10529","conduit_tests","cookie_post_test","","","","test_login",""
"passed","Tue Aug 03 11:36:55 GMT 2021","Tue Aug 03 11:37:02 GMT 2021","6476","conduit_tests","listazas_test","","","","test_login",""
"passed","Tue Aug 03 11:36:40 GMT 2021","Tue Aug 03 11:36:55 GMT 2021","15024","conduit_tests","listazas_test","","","","test_register",""
"broken","Tue Aug 03 11:38:18 GMT 2021","Tue Aug 03 11:38:25 GMT 2021","6503","conduit_tests","new_post_test","","","","test_login",""
"passed","Tue Aug 03 11:38:08 GMT 2021","Tue Aug 03 11:38:18 GMT 2021","9972","conduit_tests","new_post_test","","","","test_register",""
"broken","Tue Aug 03 11:37:02 GMT 2021","Tue Aug 03 11:37:23 GMT 2021","20816","conduit_tests","login_test","","","","test_login",""
"broken","Tue Aug 03 11:35:02 GMT 2021","Tue Aug 03 11:35:05 GMT 2021","3017","conduit_tests","delete_test","","","","test_delete_post",""
"passed","Tue Aug 03 11:36:38 GMT 2021","Tue Aug 03 11:36:40 GMT 2021","2098","conduit_tests","list_pagin_test","","","","test_pagin",""
"passed","Tue Aug 03 11:37:23 GMT 2021","Tue Aug 03 11:37:56 GMT 2021","33007","conduit_tests","logout_test","","","","test_register",""
"passed","Tue Aug 03 11:39:02 GMT 2021","Tue Aug 03 11:39:17 GMT 2021","15098","conduit_tests","save_test","","","","test_register",""
"passed","Tue Aug 03 11:39:24 GMT 2021","Tue Aug 03 11:39:24 GMT 2021","13","conduit_tests","save_test","","","","test_save",""
"broken","Tue Aug 03 11:38:06 GMT 2021","Tue Aug 03 11:38:08 GMT 2021","2016","conduit_tests","logout_test","","","","test_logout",""
"passed","Tue Aug 03 11:35:05 GMT 2021","Tue Aug 03 11:35:38 GMT 2021","33003","conduit_tests","edit_post_test","","","","test_register",""
