"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 12 22:25:23 GMT 2021","Thu Aug 12 22:25:31 GMT 2021","7772","conduit_tests","delete_06_test","","","","test_register",""
"passed","Thu Aug 12 22:24:51 GMT 2021","Thu Aug 12 22:25:23 GMT 2021","32321","conduit_tests","cookie_post_07_test","","","","test_cookie1",""
"passed","Thu Aug 12 22:26:27 GMT 2021","Thu Aug 12 22:26:42 GMT 2021","15487","conduit_tests","edit_post_05_test","","","","test_login",""
"passed","Thu Aug 12 22:31:32 GMT 2021","Thu Aug 12 22:31:32 GMT 2021","15","conduit_tests","save_09_test","","","","test_save",""
"broken","Thu Aug 12 22:25:46 GMT 2021","Thu Aug 12 22:25:54 GMT 2021","8027","conduit_tests","delete_06_test","","","","test_delete_post",""
"broken","Thu Aug 12 22:30:12 GMT 2021","Thu Aug 12 22:30:41 GMT 2021","28586","conduit_tests","new_post_04_test","","","","test_new_post",""
"passed","Thu Aug 12 22:28:10 GMT 2021","Thu Aug 12 22:28:10 GMT 2021","12","conduit_tests","listazas_10_test","","","","test_listazas",""
"broken","Thu Aug 12 22:27:16 GMT 2021","Thu Aug 12 22:27:39 GMT 2021","22479","conduit_tests","list_pagin_08_test","","","","test_login",""
"passed","Thu Aug 12 22:25:31 GMT 2021","Thu Aug 12 22:25:43 GMT 2021","11447","conduit_tests","delete_06_test","","","","test_login",""
"passed","Thu Aug 12 22:27:49 GMT 2021","Thu Aug 12 22:28:04 GMT 2021","14838","conduit_tests","listazas_10_test","","","","test_register",""
"broken","Thu Aug 12 22:26:42 GMT 2021","Thu Aug 12 22:26:43 GMT 2021","1055","conduit_tests","edit_post_05_test","","","","test_edit_emil",""
"passed","Thu Aug 12 22:30:41 GMT 2021","Thu Aug 12 22:30:51 GMT 2021","10024","conduit_tests","new_post_04_test","","","","test_check2",""
"broken","Thu Aug 12 22:24:42 GMT 2021","Thu Aug 12 22:24:51 GMT 2021","8605","conduit_tests","cookie_post_07_test","","","","test_register",""
"passed","Thu Aug 12 22:25:54 GMT 2021","Thu Aug 12 22:26:27 GMT 2021","32856","conduit_tests","edit_post_05_test","","","","test_register",""
"broken","Thu Aug 12 22:29:44 GMT 2021","Thu Aug 12 22:29:44 GMT 2021","15","conduit_tests","logout_03_test","","","","test_logout",""
"passed","Thu Aug 12 22:28:10 GMT 2021","Thu Aug 12 22:28:25 GMT 2021","14832","conduit_tests","login_02_test","","","","test_register",""
"passed","Thu Aug 12 22:31:11 GMT 2021","Thu Aug 12 22:31:26 GMT 2021","14880","conduit_tests","save_09_test","","","","test_register",""
"passed","Thu Aug 12 22:23:58 GMT 2021","Thu Aug 12 22:24:12 GMT 2021","13509","conduit_tests","adatbevitel_11_test","","","","test_login",""
"passed","Thu Aug 12 22:31:26 GMT 2021","Thu Aug 12 22:31:32 GMT 2021","6466","conduit_tests","save_09_test","","","","test_login",""
"passed","Thu Aug 12 22:30:51 GMT 2021","Thu Aug 12 22:31:11 GMT 2021","19848","conduit_tests","register_01_test","","","","test_register",""
"passed","Thu Aug 12 22:30:02 GMT 2021","Thu Aug 12 22:30:12 GMT 2021","10027","conduit_tests","new_post_04_test","","","","test_check1",""
"passed","Thu Aug 12 22:23:39 GMT 2021","Thu Aug 12 22:23:58 GMT 2021","19419","conduit_tests","adatbevitel_11_test","","","","test_register",""
"broken","Thu Aug 12 22:25:43 GMT 2021","Thu Aug 12 22:25:46 GMT 2021","3021","conduit_tests","delete_06_test","","","","test_new_post",""
"passed","Thu Aug 12 22:28:57 GMT 2021","Thu Aug 12 22:29:30 GMT 2021","32964","conduit_tests","logout_03_test","","","","test_register",""
"broken","Thu Aug 12 22:29:44 GMT 2021","Thu Aug 12 22:29:49 GMT 2021","4640","conduit_tests","new_post_04_test","","","","test_register",""
"broken","Thu Aug 12 22:24:12 GMT 2021","Thu Aug 12 22:24:42 GMT 2021","30391","conduit_tests","adatbevitel_11_test","","","","test_adatbevitel",""
"passed","Thu Aug 12 22:26:43 GMT 2021","Thu Aug 12 22:27:16 GMT 2021","32913","conduit_tests","list_pagin_08_test","","","","test_register",""
"passed","Thu Aug 12 22:28:04 GMT 2021","Thu Aug 12 22:28:10 GMT 2021","6401","conduit_tests","listazas_10_test","","","","test_login",""
"broken","Thu Aug 12 22:28:25 GMT 2021","Thu Aug 12 22:28:57 GMT 2021","32573","conduit_tests","login_02_test","","","","test_login",""
"broken","Thu Aug 12 22:29:49 GMT 2021","Thu Aug 12 22:30:02 GMT 2021","13563","conduit_tests","new_post_04_test","","","","test_login",""
"passed","Thu Aug 12 22:29:30 GMT 2021","Thu Aug 12 22:29:44 GMT 2021","13491","conduit_tests","logout_03_test","","","","test_login",""
"passed","Thu Aug 12 22:27:39 GMT 2021","Thu Aug 12 22:27:49 GMT 2021","10104","conduit_tests","list_pagin_08_test","","","","test_pagin",""
