"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 05 20:33:38 GMT 2021","Sun Sep 05 20:33:52 GMT 2021","14960","conduit_tests","save_09_test","","","","test_register",""
"passed","Sun Sep 05 20:29:38 GMT 2021","Sun Sep 05 20:29:48 GMT 2021","10115","conduit_tests","list_pagin_08_test","","","","test_pagin",""
"broken","Sun Sep 05 20:31:56 GMT 2021","Sun Sep 05 20:32:04 GMT 2021","7673","conduit_tests","new_post_04_test","","","","test_register",""
"passed","Sun Sep 05 20:29:48 GMT 2021","Sun Sep 05 20:30:03 GMT 2021","14990","conduit_tests","listazas_10_test","","","","test_register",""
"broken","Sun Sep 05 20:26:07 GMT 2021","Sun Sep 05 20:26:37 GMT 2021","30459","conduit_tests","adatbevitel_11_test","","","","test_adatbevitel",""
"broken","Sun Sep 05 20:33:00 GMT 2021","Sun Sep 05 20:33:02 GMT 2021","1083","conduit_tests","new_post_04_test","","","","test_home2",""
"passed","Sun Sep 05 20:25:53 GMT 2021","Sun Sep 05 20:26:07 GMT 2021","13623","conduit_tests","adatbevitel_11_test","","","","test_login",""
"passed","Sun Sep 05 20:30:09 GMT 2021","Sun Sep 05 20:30:24 GMT 2021","14940","conduit_tests","login_02_test","","","","test_register",""
"passed","Sun Sep 05 20:27:38 GMT 2021","Sun Sep 05 20:27:50 GMT 2021","11479","conduit_tests","delete_06_test","","","","test_login",""
"passed","Sun Sep 05 20:32:22 GMT 2021","Sun Sep 05 20:32:32 GMT 2021","10023","conduit_tests","new_post_04_test","","","","test_check1",""
"passed","Sun Sep 05 20:33:52 GMT 2021","Sun Sep 05 20:33:59 GMT 2021","6569","conduit_tests","save_09_test","","","","test_login",""
"passed","Sun Sep 05 20:30:03 GMT 2021","Sun Sep 05 20:30:09 GMT 2021","6472","conduit_tests","listazas_10_test","","","","test_login",""
"passed","Sun Sep 05 20:31:02 GMT 2021","Sun Sep 05 20:31:35 GMT 2021","33166","conduit_tests","logout_03_test","","","","test_register",""
"passed","Sun Sep 05 20:31:35 GMT 2021","Sun Sep 05 20:31:51 GMT 2021","15565","conduit_tests","logout_03_test","","","","test_login",""
"broken","Sun Sep 05 20:32:32 GMT 2021","Sun Sep 05 20:33:00 GMT 2021","28583","conduit_tests","new_post_04_test","","","","test_new_post",""
"broken","Sun Sep 05 20:31:51 GMT 2021","Sun Sep 05 20:31:56 GMT 2021","5024","conduit_tests","logout_03_test","","","","test_logout",""
"broken","Sun Sep 05 20:27:53 GMT 2021","Sun Sep 05 20:27:58 GMT 2021","5021","conduit_tests","delete_06_test","","","","test_delete_post",""
"passed","Sun Sep 05 20:26:37 GMT 2021","Sun Sep 05 20:26:58 GMT 2021","20945","conduit_tests","cookie_post_07_test","","","","test_register",""
"passed","Sun Sep 05 20:30:09 GMT 2021","Sun Sep 05 20:30:09 GMT 2021","12","conduit_tests","listazas_10_test","","","","test_listazas",""
"passed","Sun Sep 05 20:33:02 GMT 2021","Sun Sep 05 20:33:12 GMT 2021","10023","conduit_tests","new_post_04_test","","","","test_check2",""
"broken","Sun Sep 05 20:28:46 GMT 2021","Sun Sep 05 20:28:47 GMT 2021","1100","conduit_tests","edit_email_05_test","","","","test_edit_emil",""
"passed","Sun Sep 05 20:32:04 GMT 2021","Sun Sep 05 20:32:21 GMT 2021","17040","conduit_tests","new_post_04_test","","","","test_login",""
"passed","Sun Sep 05 20:25:28 GMT 2021","Sun Sep 05 20:25:53 GMT 2021","24672","conduit_tests","adatbevitel_11_test","","","","test_register",""
"passed","Sun Sep 05 20:28:47 GMT 2021","Sun Sep 05 20:29:20 GMT 2021","32926","conduit_tests","list_pagin_08_test","","","","test_register",""
"broken","Sun Sep 05 20:30:24 GMT 2021","Sun Sep 05 20:31:02 GMT 2021","37619","conduit_tests","login_02_test","","","","test_login",""
"passed","Sun Sep 05 20:33:59 GMT 2021","Sun Sep 05 20:33:59 GMT 2021","161","conduit_tests","save_09_test","","","","test_save",""
"broken","Sun Sep 05 20:27:50 GMT 2021","Sun Sep 05 20:27:53 GMT 2021","3020","conduit_tests","delete_06_test","","","","test_new_post",""
"passed","Sun Sep 05 20:28:31 GMT 2021","Sun Sep 05 20:28:46 GMT 2021","15523","conduit_tests","edit_email_05_test","","","","test_login",""
"broken","Sun Sep 05 20:32:21 GMT 2021","Sun Sep 05 20:32:22 GMT 2021","1090","conduit_tests","new_post_04_test","","","","test_home",""
"passed","Sun Sep 05 20:27:58 GMT 2021","Sun Sep 05 20:28:31 GMT 2021","32969","conduit_tests","edit_email_05_test","","","","test_register",""
"passed","Sun Sep 05 20:29:20 GMT 2021","Sun Sep 05 20:29:38 GMT 2021","17473","conduit_tests","list_pagin_08_test","","","","test_login",""
"passed","Sun Sep 05 20:33:12 GMT 2021","Sun Sep 05 20:33:38 GMT 2021","25896","conduit_tests","register_first_test","","","","test_register",""
"passed","Sun Sep 05 20:26:58 GMT 2021","Sun Sep 05 20:27:30 GMT 2021","32240","conduit_tests","cookie_post_07_test","","","","test_cookie1",""
"passed","Sun Sep 05 20:27:30 GMT 2021","Sun Sep 05 20:27:38 GMT 2021","7907","conduit_tests","delete_06_test","","","","test_register",""
