"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 29 17:38:29 GMT 2021","Thu Jul 29 17:38:40 GMT 2021","10444","conduit_tests","logout_test","","","","test_login",""
"passed","Thu Jul 29 17:37:36 GMT 2021","Thu Jul 29 17:37:36 GMT 2021","14","conduit_tests","listazas_test","","","","test_listazas",""
"passed","Thu Jul 29 17:36:29 GMT 2021","Thu Jul 29 17:37:02 GMT 2021","33051","conduit_tests","list_pagin_test","","","","test_register",""
"broken","Thu Jul 29 17:37:36 GMT 2021","Thu Jul 29 17:37:56 GMT 2021","20620","conduit_tests","login_test","","","","test_login",""
"passed","Thu Jul 29 17:37:15 GMT 2021","Thu Jul 29 17:37:29 GMT 2021","14764","conduit_tests","listazas_test","","","","test_register",""
"broken","Thu Jul 29 17:37:02 GMT 2021","Thu Jul 29 17:37:12 GMT 2021","10439","conduit_tests","list_pagin_test","","","","test_login",""
"passed","Thu Jul 29 17:37:12 GMT 2021","Thu Jul 29 17:37:15 GMT 2021","2092","conduit_tests","list_pagin_test","","","","test_pagin",""
"passed","Thu Jul 29 17:37:29 GMT 2021","Thu Jul 29 17:37:36 GMT 2021","6388","conduit_tests","listazas_test","","","","test_login",""
"passed","Thu Jul 29 17:38:42 GMT 2021","Thu Jul 29 17:38:56 GMT 2021","14778","conduit_tests","register_test","","","","test_register",""
"passed","Thu Jul 29 17:37:56 GMT 2021","Thu Jul 29 17:38:29 GMT 2021","32810","conduit_tests","logout_test","","","","test_register",""
"broken","Thu Jul 29 17:38:40 GMT 2021","Thu Jul 29 17:38:42 GMT 2021","2017","conduit_tests","logout_test","","","","test_logout",""
