"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 15 20:05:56 GMT 2021","Sun Aug 15 20:06:11 GMT 2021","14983","conduit_tests","save_09_test","","","","test_register",""
"passed","Sun Aug 15 19:59:13 GMT 2021","Sun Aug 15 19:59:34 GMT 2021","20965","conduit_tests","cookie_post_07_test","","","","test_register",""
"passed","Sun Aug 15 20:02:39 GMT 2021","Sun Aug 15 20:02:45 GMT 2021","6487","conduit_tests","listazas_10_test","","","","test_login",""
"passed","Sun Aug 15 20:02:45 GMT 2021","Sun Aug 15 20:03:00 GMT 2021","14973","conduit_tests","login_02_test","","","","test_register",""
"passed","Sun Aug 15 19:58:29 GMT 2021","Sun Aug 15 19:58:42 GMT 2021","13542","conduit_tests","adatbevitel_11_test","","","","test_login",""
"broken","Sun Aug 15 20:05:16 GMT 2021","Sun Aug 15 20:05:18 GMT 2021","1106","conduit_tests","new_post_04_test","","","","test_home",""
"passed","Sun Aug 15 20:06:11 GMT 2021","Sun Aug 15 20:06:17 GMT 2021","6511","conduit_tests","save_09_test","","","","test_login",""
"broken","Sun Aug 15 20:00:28 GMT 2021","Sun Aug 15 20:00:33 GMT 2021","5021","conduit_tests","delete_06_test","","","","test_delete_post",""
"broken","Sun Aug 15 20:04:24 GMT 2021","Sun Aug 15 20:04:38 GMT 2021","13569","conduit_tests","new_post_04_test","","","","test_login",""
"passed","Sun Aug 15 20:03:33 GMT 2021","Sun Aug 15 20:04:06 GMT 2021","33109","conduit_tests","logout_03_test","","","","test_register",""
"passed","Sun Aug 15 20:04:38 GMT 2021","Sun Aug 15 20:04:48 GMT 2021","10018","conduit_tests","new_post_04_test","","","","test_check1",""
"passed","Sun Aug 15 20:02:24 GMT 2021","Sun Aug 15 20:02:39 GMT 2021","14957","conduit_tests","listazas_10_test","","","","test_register",""
"passed","Sun Aug 15 20:05:28 GMT 2021","Sun Aug 15 20:05:56 GMT 2021","27989","conduit_tests","register_01_test","","","","test_register",""
"passed","Sun Aug 15 20:06:17 GMT 2021","Sun Aug 15 20:06:17 GMT 2021","13","conduit_tests","save_09_test","","","","test_save",""
"passed","Sun Aug 15 19:58:05 GMT 2021","Sun Aug 15 19:58:29 GMT 2021","24104","conduit_tests","adatbevitel_11_test","","","","test_register",""
"passed","Sun Aug 15 20:01:23 GMT 2021","Sun Aug 15 20:01:56 GMT 2021","32986","conduit_tests","list_pagin_08_test","","","","test_register",""
"passed","Sun Aug 15 20:01:56 GMT 2021","Sun Aug 15 20:02:14 GMT 2021","17506","conduit_tests","list_pagin_08_test","","","","test_login",""
"broken","Sun Aug 15 19:58:42 GMT 2021","Sun Aug 15 19:59:13 GMT 2021","30442","conduit_tests","adatbevitel_11_test","","","","test_adatbevitel",""
"passed","Sun Aug 15 20:05:18 GMT 2021","Sun Aug 15 20:05:28 GMT 2021","10023","conduit_tests","new_post_04_test","","","","test_check2",""
"broken","Sun Aug 15 20:03:00 GMT 2021","Sun Aug 15 20:03:33 GMT 2021","32635","conduit_tests","login_02_test","","","","test_login",""
"passed","Sun Aug 15 20:04:06 GMT 2021","Sun Aug 15 20:04:19 GMT 2021","13516","conduit_tests","logout_03_test","","","","test_login",""
"broken","Sun Aug 15 20:04:19 GMT 2021","Sun Aug 15 20:04:19 GMT 2021","19","conduit_tests","logout_03_test","","","","test_logout",""
"passed","Sun Aug 15 20:00:14 GMT 2021","Sun Aug 15 20:00:25 GMT 2021","11493","conduit_tests","delete_06_test","","","","test_login",""
"passed","Sun Aug 15 20:00:06 GMT 2021","Sun Aug 15 20:00:14 GMT 2021","7913","conduit_tests","delete_06_test","","","","test_register",""
"broken","Sun Aug 15 20:04:19 GMT 2021","Sun Aug 15 20:04:24 GMT 2021","4730","conduit_tests","new_post_04_test","","","","test_register",""
"passed","Sun Aug 15 20:02:45 GMT 2021","Sun Aug 15 20:02:45 GMT 2021","13","conduit_tests","listazas_10_test","","","","test_listazas",""
"broken","Sun Aug 15 20:01:22 GMT 2021","Sun Aug 15 20:01:23 GMT 2021","1091","conduit_tests","edit_email_05_test","","","","test_edit_emil",""
"passed","Sun Aug 15 19:59:34 GMT 2021","Sun Aug 15 20:00:06 GMT 2021","32136","conduit_tests","cookie_post_07_test","","","","test_cookie1",""
"passed","Sun Aug 15 20:02:14 GMT 2021","Sun Aug 15 20:02:24 GMT 2021","10109","conduit_tests","list_pagin_08_test","","","","test_pagin",""
"broken","Sun Aug 15 20:00:25 GMT 2021","Sun Aug 15 20:00:28 GMT 2021","3021","conduit_tests","delete_06_test","","","","test_new_post",""
"passed","Sun Aug 15 20:01:06 GMT 2021","Sun Aug 15 20:01:22 GMT 2021","15531","conduit_tests","edit_email_05_test","","","","test_login",""
"passed","Sun Aug 15 20:00:33 GMT 2021","Sun Aug 15 20:01:06 GMT 2021","33010","conduit_tests","edit_email_05_test","","","","test_register",""
"broken","Sun Aug 15 20:04:48 GMT 2021","Sun Aug 15 20:05:16 GMT 2021","28591","conduit_tests","new_post_04_test","","","","test_new_post",""
