"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 29 18:09:02 GMT 2021","Thu Jul 29 18:09:35 GMT 2021","32930","conduit_tests","logout_test","","","","test_register",""
"passed","Thu Jul 29 18:07:34 GMT 2021","Thu Jul 29 18:08:07 GMT 2021","32930","conduit_tests","list_pagin_test","","","","test_register",""
"passed","Thu Jul 29 18:08:20 GMT 2021","Thu Jul 29 18:08:35 GMT 2021","14903","conduit_tests","listazas_test","","","","test_register",""
"passed","Thu Jul 29 18:09:35 GMT 2021","Thu Jul 29 18:09:45 GMT 2021","10515","conduit_tests","logout_test","","","","test_login",""
"passed","Thu Jul 29 18:08:41 GMT 2021","Thu Jul 29 18:08:41 GMT 2021","12","conduit_tests","listazas_test","","","","test_listazas",""
"broken","Thu Jul 29 18:07:33 GMT 2021","Thu Jul 29 18:07:34 GMT 2021","1166","conduit_tests","cookie_post_test","","","","test_cookie1",""
"passed","Thu Jul 29 18:09:48 GMT 2021","Thu Jul 29 18:10:02 GMT 2021","14901","conduit_tests","register_test","","","","test_register",""
"broken","Thu Jul 29 18:09:45 GMT 2021","Thu Jul 29 18:09:47 GMT 2021","2021","conduit_tests","logout_test","","","","test_logout",""
"broken","Thu Jul 29 18:08:41 GMT 2021","Thu Jul 29 18:09:02 GMT 2021","20724","conduit_tests","login_test","","","","test_login",""
"passed","Thu Jul 29 18:08:35 GMT 2021","Thu Jul 29 18:08:41 GMT 2021","6475","conduit_tests","listazas_test","","","","test_login",""
"broken","Thu Jul 29 18:08:07 GMT 2021","Thu Jul 29 18:08:18 GMT 2021","10501","conduit_tests","list_pagin_test","","","","test_login",""
"passed","Thu Jul 29 18:07:23 GMT 2021","Thu Jul 29 18:07:33 GMT 2021","10523","conduit_tests","cookie_post_test","","","","test_login",""
"passed","Thu Jul 29 18:06:45 GMT 2021","Thu Jul 29 18:07:22 GMT 2021","37932","conduit_tests","cookie_post_test","","","","test_register",""
"passed","Thu Jul 29 18:08:18 GMT 2021","Thu Jul 29 18:08:20 GMT 2021","2100","conduit_tests","list_pagin_test","","","","test_pagin",""
