"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 01 13:52:43 GMT 2021","Sun Aug 01 13:53:17 GMT 2021","33159","conduit_tests","cookie_post_test","","","","test_register",""
"passed","Sun Aug 01 13:54:24 GMT 2021","Sun Aug 01 13:54:39 GMT 2021","15518","conduit_tests","edit_post_test","","","","test_login",""
"broken","Sun Aug 01 13:53:27 GMT 2021","Sun Aug 01 13:53:28 GMT 2021","1152","conduit_tests","cookie_post_test","","","","test_cookie1",""
"passed","Sun Aug 01 13:53:28 GMT 2021","Sun Aug 01 13:53:36 GMT 2021","7917","conduit_tests","delete_test","","","","test_register",""
"passed","Sun Aug 01 13:53:51 GMT 2021","Sun Aug 01 13:54:24 GMT 2021","33000","conduit_tests","edit_post_test","","","","test_register",""
"passed","Sun Aug 01 13:55:24 GMT 2021","Sun Aug 01 13:55:26 GMT 2021","2101","conduit_tests","list_pagin_test","","","","test_pagin",""
"passed","Sun Aug 01 13:53:36 GMT 2021","Sun Aug 01 13:53:45 GMT 2021","8466","conduit_tests","delete_test","","","","test_login",""
"broken","Sun Aug 01 13:53:45 GMT 2021","Sun Aug 01 13:53:48 GMT 2021","3021","conduit_tests","delete_test","","","","test_new_post",""
"passed","Sun Aug 01 13:54:40 GMT 2021","Sun Aug 01 13:55:13 GMT 2021","33030","conduit_tests","list_pagin_test","","","","test_register",""
"passed","Sun Aug 01 13:55:47 GMT 2021","Sun Aug 01 13:55:47 GMT 2021","12","conduit_tests","listazas_test","","","","test_listazas",""
"passed","Sun Aug 01 13:56:54 GMT 2021","Sun Aug 01 13:57:09 GMT 2021","14971","conduit_tests","register_test","","","","test_register",""
"broken","Sun Aug 01 13:55:47 GMT 2021","Sun Aug 01 13:56:08 GMT 2021","20828","conduit_tests","login_test","","","","test_login",""
"broken","Sun Aug 01 13:55:13 GMT 2021","Sun Aug 01 13:55:24 GMT 2021","10500","conduit_tests","list_pagin_test","","","","test_login",""
"passed","Sun Aug 01 13:56:08 GMT 2021","Sun Aug 01 13:56:41 GMT 2021","32988","conduit_tests","logout_test","","","","test_register",""
"passed","Sun Aug 01 13:56:41 GMT 2021","Sun Aug 01 13:56:52 GMT 2021","10524","conduit_tests","logout_test","","","","test_login",""
"passed","Sun Aug 01 13:53:17 GMT 2021","Sun Aug 01 13:53:27 GMT 2021","10497","conduit_tests","cookie_post_test","","","","test_login",""
"passed","Sun Aug 01 13:55:26 GMT 2021","Sun Aug 01 13:55:41 GMT 2021","14923","conduit_tests","listazas_test","","","","test_register",""
"broken","Sun Aug 01 13:56:52 GMT 2021","Sun Aug 01 13:56:54 GMT 2021","2018","conduit_tests","logout_test","","","","test_logout",""
"broken","Sun Aug 01 13:54:39 GMT 2021","Sun Aug 01 13:54:40 GMT 2021","1085","conduit_tests","edit_post_test","","","","test_edit_emil",""
"broken","Sun Aug 01 13:53:48 GMT 2021","Sun Aug 01 13:53:51 GMT 2021","3015","conduit_tests","delete_test","","","","test_delete_post",""
"passed","Sun Aug 01 13:55:41 GMT 2021","Sun Aug 01 13:55:47 GMT 2021","6413","conduit_tests","listazas_test","","","","test_login",""
