"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 15 20:43:32 GMT 2021","Sun Aug 15 20:44:05 GMT 2021","32951","conduit_tests","edit_email_05_test","","","","test_register",""
"passed","Sun Aug 15 20:47:09 GMT 2021","Sun Aug 15 20:47:25 GMT 2021","15486","conduit_tests","logout_03_test","","","","test_login",""
"broken","Sun Aug 15 20:43:24 GMT 2021","Sun Aug 15 20:43:27 GMT 2021","3015","conduit_tests","delete_06_test","","","","test_new_post",""
"broken","Sun Aug 15 20:43:27 GMT 2021","Sun Aug 15 20:43:32 GMT 2021","5019","conduit_tests","delete_06_test","","","","test_delete_post",""
"broken","Sun Aug 15 20:48:06 GMT 2021","Sun Aug 15 20:48:34 GMT 2021","28516","conduit_tests","new_post_04_test","","","","test_new_post",""
"passed","Sun Aug 15 20:49:32 GMT 2021","Sun Aug 15 20:49:33 GMT 2021","156","conduit_tests","save_09_test","","","","test_save",""
"broken","Sun Aug 15 20:41:41 GMT 2021","Sun Aug 15 20:42:11 GMT 2021","30409","conduit_tests","adatbevitel_11_test","","","","test_adatbevitel",""
"passed","Sun Aug 15 20:49:26 GMT 2021","Sun Aug 15 20:49:32 GMT 2021","6441","conduit_tests","save_09_test","","","","test_login",""
"passed","Sun Aug 15 20:45:44 GMT 2021","Sun Aug 15 20:45:44 GMT 2021","12","conduit_tests","listazas_10_test","","","","test_listazas",""
"passed","Sun Aug 15 20:42:32 GMT 2021","Sun Aug 15 20:43:05 GMT 2021","32308","conduit_tests","cookie_post_07_test","","","","test_cookie1",""
"passed","Sun Aug 15 20:41:27 GMT 2021","Sun Aug 15 20:41:41 GMT 2021","13505","conduit_tests","adatbevitel_11_test","","","","test_login",""
"passed","Sun Aug 15 20:41:03 GMT 2021","Sun Aug 15 20:41:27 GMT 2021","24050","conduit_tests","adatbevitel_11_test","","","","test_register",""
"passed","Sun Aug 15 20:47:37 GMT 2021","Sun Aug 15 20:47:54 GMT 2021","17031","conduit_tests","new_post_04_test","","","","test_login",""
"passed","Sun Aug 15 20:48:35 GMT 2021","Sun Aug 15 20:48:45 GMT 2021","10022","conduit_tests","new_post_04_test","","","","test_check2",""
"passed","Sun Aug 15 20:48:45 GMT 2021","Sun Aug 15 20:49:11 GMT 2021","25866","conduit_tests","register_first_test","","","","test_register",""
"broken","Sun Aug 15 20:47:54 GMT 2021","Sun Aug 15 20:47:55 GMT 2021","1079","conduit_tests","new_post_04_test","","","","test_home",""
"passed","Sun Aug 15 20:47:56 GMT 2021","Sun Aug 15 20:48:06 GMT 2021","10018","conduit_tests","new_post_04_test","","","","test_check1",""
"passed","Sun Aug 15 20:45:22 GMT 2021","Sun Aug 15 20:45:37 GMT 2021","14866","conduit_tests","listazas_10_test","","","","test_register",""
"passed","Sun Aug 15 20:42:11 GMT 2021","Sun Aug 15 20:42:32 GMT 2021","20995","conduit_tests","cookie_post_07_test","","","","test_register",""
"broken","Sun Aug 15 20:44:21 GMT 2021","Sun Aug 15 20:44:22 GMT 2021","1099","conduit_tests","edit_email_05_test","","","","test_edit_emil",""
"passed","Sun Aug 15 20:43:13 GMT 2021","Sun Aug 15 20:43:24 GMT 2021","11456","conduit_tests","delete_06_test","","","","test_login",""
"broken","Sun Aug 15 20:47:25 GMT 2021","Sun Aug 15 20:47:30 GMT 2021","5019","conduit_tests","logout_03_test","","","","test_logout",""
"passed","Sun Aug 15 20:43:05 GMT 2021","Sun Aug 15 20:43:13 GMT 2021","7827","conduit_tests","delete_06_test","","","","test_register",""
"passed","Sun Aug 15 20:46:36 GMT 2021","Sun Aug 15 20:47:09 GMT 2021","32964","conduit_tests","logout_03_test","","","","test_register",""
"passed","Sun Aug 15 20:45:44 GMT 2021","Sun Aug 15 20:45:58 GMT 2021","14930","conduit_tests","login_02_test","","","","test_register",""
"passed","Sun Aug 15 20:44:22 GMT 2021","Sun Aug 15 20:44:55 GMT 2021","32961","conduit_tests","list_pagin_08_test","","","","test_register",""
"passed","Sun Aug 15 20:44:05 GMT 2021","Sun Aug 15 20:44:21 GMT 2021","15471","conduit_tests","edit_email_05_test","","","","test_login",""
"passed","Sun Aug 15 20:49:11 GMT 2021","Sun Aug 15 20:49:26 GMT 2021","14897","conduit_tests","save_09_test","","","","test_register",""
"broken","Sun Aug 15 20:47:30 GMT 2021","Sun Aug 15 20:47:37 GMT 2021","7693","conduit_tests","new_post_04_test","","","","test_register",""
"passed","Sun Aug 15 20:45:37 GMT 2021","Sun Aug 15 20:45:44 GMT 2021","6414","conduit_tests","listazas_10_test","","","","test_login",""
"passed","Sun Aug 15 20:45:12 GMT 2021","Sun Aug 15 20:45:22 GMT 2021","10105","conduit_tests","list_pagin_08_test","","","","test_pagin",""
"broken","Sun Aug 15 20:45:59 GMT 2021","Sun Aug 15 20:46:36 GMT 2021","37575","conduit_tests","login_02_test","","","","test_login",""
"passed","Sun Aug 15 20:44:55 GMT 2021","Sun Aug 15 20:45:12 GMT 2021","17497","conduit_tests","list_pagin_08_test","","","","test_login",""
"broken","Sun Aug 15 20:48:34 GMT 2021","Sun Aug 15 20:48:35 GMT 2021","1060","conduit_tests","new_post_04_test","","","","test_home2",""
