"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 12 22:08:37 GMT 2021","Thu Aug 12 22:09:10 GMT 2021","32953","conduit_tests","edit_post_05_test","","","","test_register",""
"passed","Thu Aug 12 22:13:36 GMT 2021","Thu Aug 12 22:13:51 GMT 2021","14918","conduit_tests","save_09_test","","","","test_register",""
"passed","Thu Aug 12 22:06:45 GMT 2021","Thu Aug 12 22:06:58 GMT 2021","13485","conduit_tests","adatbevitel_11_test","","","","test_login",""
"passed","Thu Aug 12 22:11:22 GMT 2021","Thu Aug 12 22:11:55 GMT 2021","32935","conduit_tests","logout_03_test","","","","test_register",""
"passed","Thu Aug 12 22:10:33 GMT 2021","Thu Aug 12 22:10:48 GMT 2021","14995","conduit_tests","listazas_10_test","","","","test_register",""
"broken","Thu Aug 12 22:10:00 GMT 2021","Thu Aug 12 22:10:23 GMT 2021","22512","conduit_tests","list_pagin_08_test","","","","test_login",""
"passed","Thu Aug 12 22:10:23 GMT 2021","Thu Aug 12 22:10:33 GMT 2021","10116","conduit_tests","list_pagin_08_test","","","","test_pagin",""
"passed","Thu Aug 12 22:10:48 GMT 2021","Thu Aug 12 22:10:54 GMT 2021","6467","conduit_tests","listazas_10_test","","","","test_login",""
"broken","Thu Aug 12 22:10:57 GMT 2021","Thu Aug 12 22:11:22 GMT 2021","24632","conduit_tests","login_02_test","","","","test_login",""
"passed","Thu Aug 12 22:13:57 GMT 2021","Thu Aug 12 22:13:57 GMT 2021","14","conduit_tests","save_09_test","","","","test_save",""
"passed","Thu Aug 12 22:12:27 GMT 2021","Thu Aug 12 22:12:37 GMT 2021","10026","conduit_tests","new_post_04_test","","","","test_check1",""
"passed","Thu Aug 12 22:11:55 GMT 2021","Thu Aug 12 22:12:05 GMT 2021","10518","conduit_tests","logout_03_test","","","","test_login",""
"passed","Thu Aug 12 22:08:10 GMT 2021","Thu Aug 12 22:08:18 GMT 2021","7858","conduit_tests","delete_06_test","","","","test_register",""
"broken","Thu Aug 12 22:12:37 GMT 2021","Thu Aug 12 22:13:06 GMT 2021","28511","conduit_tests","new_post_04_test","","","","test_new_post",""
"broken","Thu Aug 12 22:08:26 GMT 2021","Thu Aug 12 22:08:29 GMT 2021","3021","conduit_tests","delete_06_test","","","","test_new_post",""
"passed","Thu Aug 12 22:07:37 GMT 2021","Thu Aug 12 22:08:10 GMT 2021","32571","conduit_tests","cookie_post_07_test","","","","test_cookie1",""
"broken","Thu Aug 12 22:12:05 GMT 2021","Thu Aug 12 22:12:10 GMT 2021","5023","conduit_tests","logout_03_test","","","","test_logout",""
"passed","Thu Aug 12 22:10:54 GMT 2021","Thu Aug 12 22:10:54 GMT 2021","16","conduit_tests","listazas_10_test","","","","test_listazas",""
"passed","Thu Aug 12 22:06:25 GMT 2021","Thu Aug 12 22:06:45 GMT 2021","20139","conduit_tests","adatbevitel_11_test","","","","test_register",""
"passed","Thu Aug 12 22:13:16 GMT 2021","Thu Aug 12 22:13:36 GMT 2021","19956","conduit_tests","register_01_test","","","","test_register",""
"passed","Thu Aug 12 22:09:27 GMT 2021","Thu Aug 12 22:10:00 GMT 2021","32968","conduit_tests","list_pagin_08_test","","","","test_register",""
"passed","Thu Aug 12 22:13:51 GMT 2021","Thu Aug 12 22:13:57 GMT 2021","6481","conduit_tests","save_09_test","","","","test_login",""
"broken","Thu Aug 12 22:12:15 GMT 2021","Thu Aug 12 22:12:27 GMT 2021","12519","conduit_tests","new_post_04_test","","","","test_login",""
"broken","Thu Aug 12 22:07:29 GMT 2021","Thu Aug 12 22:07:37 GMT 2021","8624","conduit_tests","cookie_post_07_test","","","","test_register",""
"passed","Thu Aug 12 22:08:18 GMT 2021","Thu Aug 12 22:08:26 GMT 2021","8453","conduit_tests","delete_06_test","","","","test_login",""
"broken","Thu Aug 12 22:08:29 GMT 2021","Thu Aug 12 22:08:37 GMT 2021","8021","conduit_tests","delete_06_test","","","","test_delete_post",""
"broken","Thu Aug 12 22:12:10 GMT 2021","Thu Aug 12 22:12:15 GMT 2021","4679","conduit_tests","new_post_04_test","","","","test_register",""
"broken","Thu Aug 12 22:06:58 GMT 2021","Thu Aug 12 22:07:29 GMT 2021","30415","conduit_tests","adatbevitel_11_test","","","","test_adatbevitel",""
"broken","Thu Aug 12 22:09:26 GMT 2021","Thu Aug 12 22:09:27 GMT 2021","1071","conduit_tests","edit_post_05_test","","","","test_edit_emil",""
"broken","Thu Aug 12 22:10:54 GMT 2021","Thu Aug 12 22:10:57 GMT 2021","2707","conduit_tests","login_02_test","","","","test_register",""
"passed","Thu Aug 12 22:09:10 GMT 2021","Thu Aug 12 22:09:26 GMT 2021","15536","conduit_tests","edit_post_05_test","","","","test_login",""
"passed","Thu Aug 12 22:13:06 GMT 2021","Thu Aug 12 22:13:16 GMT 2021","10019","conduit_tests","new_post_04_test","","","","test_check2",""
