"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 05 07:58:01 GMT 2021","Thu Aug 05 07:58:34 GMT 2021","33135","conduit_tests","logout_03_test","","","","test_register",""
"passed","Thu Aug 05 07:57:30 GMT 2021","Thu Aug 05 07:57:36 GMT 2021","6529","conduit_tests","listazas_10_test","","","","test_login",""
"passed","Thu Aug 05 07:59:09 GMT 2021","Thu Aug 05 07:59:19 GMT 2021","10024","conduit_tests","new_post_04_test","","","","test_check1",""
"passed","Thu Aug 05 07:58:50 GMT 2021","Thu Aug 05 07:59:00 GMT 2021","10067","conduit_tests","new_post_04_test","","","","test_register",""
"passed","Thu Aug 05 07:55:52 GMT 2021","Thu Aug 05 07:56:07 GMT 2021","15581","conduit_tests","edit_post_05_test","","","","test_login",""
"broken","Thu Aug 05 07:59:00 GMT 2021","Thu Aug 05 07:59:09 GMT 2021","9519","conduit_tests","new_post_04_test","","","","test_login",""
"passed","Thu Aug 05 07:57:14 GMT 2021","Thu Aug 05 07:57:29 GMT 2021","15083","conduit_tests","listazas_10_test","","","","test_register",""
"passed","Thu Aug 05 07:54:01 GMT 2021","Thu Aug 05 07:54:09 GMT 2021","8540","conduit_tests","adatbevitel_11_test","","","","test_login",""
"passed","Thu Aug 05 07:57:36 GMT 2021","Thu Aug 05 07:57:36 GMT 2021","11","conduit_tests","listazas_10_test","","","","test_listazas",""
"passed","Thu Aug 05 07:54:56 GMT 2021","Thu Aug 05 07:55:04 GMT 2021","8041","conduit_tests","delete_06_test","","","","test_register",""
"passed","Thu Aug 05 07:56:09 GMT 2021","Thu Aug 05 07:56:42 GMT 2021","33144","conduit_tests","list_pagin_08_test","","","","test_register",""
"broken","Thu Aug 05 07:59:19 GMT 2021","Thu Aug 05 07:59:48 GMT 2021","28634","conduit_tests","new_post_04_test","","","","test_new_post",""
"passed","Thu Aug 05 07:59:58 GMT 2021","Thu Aug 05 08:00:13 GMT 2021","15108","conduit_tests","register_01_test","","","","test_register",""
"passed","Thu Aug 05 07:53:38 GMT 2021","Thu Aug 05 07:54:01 GMT 2021","22733","conduit_tests","adatbevitel_11_test","","","","test_register",""
"broken","Thu Aug 05 07:55:13 GMT 2021","Thu Aug 05 07:55:16 GMT 2021","3021","conduit_tests","delete_06_test","","","","test_new_post",""
"passed","Thu Aug 05 07:58:34 GMT 2021","Thu Aug 05 07:58:45 GMT 2021","10581","conduit_tests","logout_03_test","","","","test_login",""
"passed","Thu Aug 05 07:59:48 GMT 2021","Thu Aug 05 07:59:58 GMT 2021","10018","conduit_tests","new_post_04_test","","","","test_check2",""
"broken","Thu Aug 05 07:56:42 GMT 2021","Thu Aug 05 07:57:04 GMT 2021","22555","conduit_tests","list_pagin_08_test","","","","test_login",""
"passed","Thu Aug 05 08:00:13 GMT 2021","Thu Aug 05 08:00:28 GMT 2021","15234","conduit_tests","save_09_test","","","","test_register",""
"broken","Thu Aug 05 07:54:53 GMT 2021","Thu Aug 05 07:54:56 GMT 2021","3217","conduit_tests","cookie_post_07_test","","","","test_cookie1",""
"broken","Thu Aug 05 07:58:45 GMT 2021","Thu Aug 05 07:58:50 GMT 2021","5024","conduit_tests","logout_03_test","","","","test_logout",""
"passed","Thu Aug 05 08:00:28 GMT 2021","Thu Aug 05 08:00:35 GMT 2021","6585","conduit_tests","save_09_test","","","","test_login",""
"broken","Thu Aug 05 07:57:36 GMT 2021","Thu Aug 05 07:58:01 GMT 2021","24866","conduit_tests","login_02_test","","","","test_login",""
"passed","Thu Aug 05 08:00:35 GMT 2021","Thu Aug 05 08:00:35 GMT 2021","13","conduit_tests","save_09_test","","","","test_save",""
"passed","Thu Aug 05 07:54:42 GMT 2021","Thu Aug 05 07:54:53 GMT 2021","10561","conduit_tests","cookie_post_07_test","","","","test_login",""
"passed","Thu Aug 05 07:54:09 GMT 2021","Thu Aug 05 07:54:42 GMT 2021","33121","conduit_tests","cookie_post_07_test","","","","test_register",""
"broken","Thu Aug 05 07:55:16 GMT 2021","Thu Aug 05 07:55:19 GMT 2021","3018","conduit_tests","delete_06_test","","","","test_delete_post",""
"broken","Thu Aug 05 07:56:07 GMT 2021","Thu Aug 05 07:56:09 GMT 2021","1054","conduit_tests","edit_post_05_test","","","","test_edit_emil",""
"passed","Thu Aug 05 07:57:04 GMT 2021","Thu Aug 05 07:57:14 GMT 2021","10111","conduit_tests","list_pagin_08_test","","","","test_pagin",""
"passed","Thu Aug 05 07:55:04 GMT 2021","Thu Aug 05 07:55:13 GMT 2021","8501","conduit_tests","delete_06_test","","","","test_login",""
"passed","Thu Aug 05 07:55:19 GMT 2021","Thu Aug 05 07:55:52 GMT 2021","33103","conduit_tests","edit_post_05_test","","","","test_register",""
