"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 05 13:58:22 GMT 2021","Thu Aug 05 13:58:45 GMT 2021","22667","conduit_tests","adatbevitel_11_test","","","","test_register",""
"passed","Thu Aug 05 14:05:18 GMT 2021","Thu Aug 05 14:05:18 GMT 2021","11","conduit_tests","save_09_test","","","","test_save",""
"passed","Thu Aug 05 14:02:19 GMT 2021","Thu Aug 05 14:02:19 GMT 2021","12","conduit_tests","listazas_10_test","","","","test_listazas",""
"broken","Thu Aug 05 14:00:00 GMT 2021","Thu Aug 05 14:00:03 GMT 2021","3018","conduit_tests","delete_06_test","","","","test_delete_post",""
"broken","Thu Aug 05 14:00:51 GMT 2021","Thu Aug 05 14:00:52 GMT 2021","1090","conduit_tests","edit_post_05_test","","","","test_edit_emil",""
"passed","Thu Aug 05 14:02:46 GMT 2021","Thu Aug 05 14:03:19 GMT 2021","32918","conduit_tests","logout_03_test","","","","test_register",""
"broken","Thu Aug 05 14:02:21 GMT 2021","Thu Aug 05 14:02:46 GMT 2021","24494","conduit_tests","login_02_test","","","","test_login",""
"passed","Thu Aug 05 14:02:12 GMT 2021","Thu Aug 05 14:02:19 GMT 2021","6388","conduit_tests","listazas_10_test","","","","test_login",""
"passed","Thu Aug 05 13:59:40 GMT 2021","Thu Aug 05 13:59:48 GMT 2021","7869","conduit_tests","delete_06_test","","","","test_register",""
"passed","Thu Aug 05 14:03:34 GMT 2021","Thu Aug 05 14:03:44 GMT 2021","9869","conduit_tests","new_post_04_test","","","","test_register",""
"passed","Thu Aug 05 14:04:57 GMT 2021","Thu Aug 05 14:05:12 GMT 2021","14887","conduit_tests","save_09_test","","","","test_register",""
"passed","Thu Aug 05 14:01:47 GMT 2021","Thu Aug 05 14:01:58 GMT 2021","10100","conduit_tests","list_pagin_08_test","","","","test_pagin",""
"passed","Thu Aug 05 14:00:03 GMT 2021","Thu Aug 05 14:00:36 GMT 2021","32919","conduit_tests","edit_post_05_test","","","","test_register",""
"broken","Thu Aug 05 13:59:57 GMT 2021","Thu Aug 05 14:00:00 GMT 2021","3017","conduit_tests","delete_06_test","","","","test_new_post",""
"passed","Thu Aug 05 13:59:48 GMT 2021","Thu Aug 05 13:59:57 GMT 2021","8400","conduit_tests","delete_06_test","","","","test_login",""
"broken","Thu Aug 05 13:59:37 GMT 2021","Thu Aug 05 13:59:40 GMT 2021","3151","conduit_tests","cookie_post_07_test","","","","test_cookie1",""
"broken","Thu Aug 05 14:03:44 GMT 2021","Thu Aug 05 14:03:54 GMT 2021","9403","conduit_tests","new_post_04_test","","","","test_login",""
"broken","Thu Aug 05 14:03:29 GMT 2021","Thu Aug 05 14:03:34 GMT 2021","5020","conduit_tests","logout_03_test","","","","test_logout",""
"passed","Thu Aug 05 14:03:19 GMT 2021","Thu Aug 05 14:03:29 GMT 2021","10439","conduit_tests","logout_03_test","","","","test_login",""
"passed","Thu Aug 05 14:00:36 GMT 2021","Thu Aug 05 14:00:51 GMT 2021","15440","conduit_tests","edit_post_05_test","","","","test_login",""
"passed","Thu Aug 05 13:58:54 GMT 2021","Thu Aug 05 13:59:27 GMT 2021","32978","conduit_tests","cookie_post_07_test","","","","test_register",""
"broken","Thu Aug 05 14:02:19 GMT 2021","Thu Aug 05 14:02:21 GMT 2021","2465","conduit_tests","login_02_test","","","","test_register",""
"passed","Thu Aug 05 14:00:52 GMT 2021","Thu Aug 05 14:01:25 GMT 2021","32917","conduit_tests","list_pagin_08_test","","","","test_register",""
"passed","Thu Aug 05 14:03:54 GMT 2021","Thu Aug 05 14:04:04 GMT 2021","10020","conduit_tests","new_post_04_test","","","","test_check1",""
"passed","Thu Aug 05 14:05:12 GMT 2021","Thu Aug 05 14:05:18 GMT 2021","6396","conduit_tests","save_09_test","","","","test_login",""
"passed","Thu Aug 05 14:04:32 GMT 2021","Thu Aug 05 14:04:42 GMT 2021","10014","conduit_tests","new_post_04_test","","","","test_check2",""
"broken","Thu Aug 05 14:04:04 GMT 2021","Thu Aug 05 14:04:32 GMT 2021","28467","conduit_tests","new_post_04_test","","","","test_new_post",""
"passed","Thu Aug 05 14:04:42 GMT 2021","Thu Aug 05 14:04:57 GMT 2021","14925","conduit_tests","register_01_test","","","","test_register",""
"passed","Thu Aug 05 13:59:27 GMT 2021","Thu Aug 05 13:59:37 GMT 2021","10438","conduit_tests","cookie_post_07_test","","","","test_login",""
"passed","Thu Aug 05 14:01:58 GMT 2021","Thu Aug 05 14:02:12 GMT 2021","14896","conduit_tests","listazas_10_test","","","","test_register",""
"passed","Thu Aug 05 13:58:45 GMT 2021","Thu Aug 05 13:58:54 GMT 2021","8426","conduit_tests","adatbevitel_11_test","","","","test_login",""
"broken","Thu Aug 05 14:01:25 GMT 2021","Thu Aug 05 14:01:47 GMT 2021","22413","conduit_tests","list_pagin_08_test","","","","test_login",""
